,ID,song1,song2,song3,song4,song5
14426,14426,40033,19163,38162,47020,54377
14427,14427,9204,25171,455,51982,14332
14428,14428,52060,19370,6325,1868,50446
14429,14429,45797,20203,19845,3194,32458
14430,14430,4701,13036,50331,27411,16436
14431,14431,46475,51831,56786,5743,22927
14432,14432,41224,12890,28552,21748,11104
14433,14433,40830,31395,6294,27921,28288
14434,14434,54198,29850,51014,42130,31449
14435,14435,25887,54196,45585,56841,35489
14436,14436,42453,40734,46487,9114,52488
14437,14437,22229,15653,38403,49416,56728
14438,14438,20802,53302,37794,10585,29854
14439,14439,44947,48817,26861,39797,29753
14440,14440,38871,8815,40220,37918,14751
14441,14441,28908,4390,51298,51486,51878
14442,14442,18698,7990,9567,12842,4637
14443,14443,19651,32079,26808,32619,32842
14444,14444,1427,2872,5432,38561,27021
14445,14445,55509,46155,43353,441,2742
14446,14446,53766,37827,620,56605,50463
14447,14447,28144,30593,928,17850,2873
14448,14448,17913,54546,16870,34995,29329
14449,14449,44717,45639,44659,52335,20892
14450,14450,38461,18338,12138,35132,35253
14451,14451,47279,26516,9582,873,16267
14452,14452,1747,47404,13839,39598,56549
14453,14453,22499,11784,39199,32668,46656
14454,14454,38165,19196,47183,878,7643
14455,14455,13847,4783,19414,56807,56415
14456,14456,46816,19908,28772,49734,26121
14457,14457,31242,9688,13487,33790,14165
14458,14458,33067,7920,31559,13719,25873
14459,14459,13239,45455,33488,21969,2497
14460,14460,24011,11651,40093,13202,31357
14461,14461,53656,11500,1323,15353,16212
14462,14462,49731,22067,6278,41634,18271
14463,14463,14569,54695,32724,36518,32069
14464,14464,17236,56075,14519,9538,21568
14465,14465,20191,30695,19698,6594,56186
14466,14466,43490,57434,36387,42613,47566
14467,14467,16955,40119,24272,49071,15619
14468,14468,36220,521,35208,53610,50514
14469,14469,11013,49040,1565,27287,50100
14470,14470,27655,47643,10970,42946,55370
14471,14471,38098,24508,28530,8609,11434
14472,14472,27655,47643,10970,42946,55370
14473,14473,5897,57401,20404,8607,1449
14474,14474,53703,21625,7490,29296,1693
14475,14475,20301,54914,19827,44073,11389
14476,14476,20220,3484,11300,52014,23282
14477,14477,19067,24501,51296,3295,5282
14478,14478,33812,52900,26266,27904,30047
14479,14479,53311,24621,23617,29422,39022
14480,14480,13233,52063,34492,50121,4951
14481,14481,53250,54610,50339,5863,46876
14482,14482,13758,39090,24144,24020,15746
14483,14483,52024,50414,49815,9490,28403
14484,14484,51265,13255,3717,19344,33908
14485,14485,47371,17247,30269,33569,25091
14486,14486,43161,56200,25584,17556,7235
14487,14487,426,44089,31934,34409,42673
14488,14488,7942,11702,43214,53278,54530
14489,14489,54489,53122,31661,27297,25861
14490,14490,41923,27937,49688,5780,29909
14491,14491,34446,57541,47499,5730,9692
14492,14492,39168,56783,26517,56772,34841
14493,14493,40281,8232,49233,34689,17889
14494,14494,46309,29253,31809,20310,5610
14495,14495,56771,32264,34636,40201,23431
14496,14496,32259,4509,56769,22047,15224
14497,14497,48496,7287,51813,54881,28851
14498,14498,3633,47717,8126,9949,11562
14499,14499,34582,32519,6464,49216,47884
14500,14500,14000,34798,18825,51292,37002
14501,14501,44401,28,16044,5540,50320
14502,14502,12452,21723,36430,54886,41623
14503,14503,57550,32939,32244,51833,51815
14504,14504,57458,21868,9614,41976,41983
14505,14505,9545,32615,50572,54457,8092
14506,14506,34921,37314,39620,51812,2793
14507,14507,9486,47678,50789,56790,27976
14508,14508,36206,42529,10925,41215,39176
14509,14509,15252,46301,39287,36934,11572
14510,14510,36310,6220,34647,11377,5931
14511,14511,32250,49560,57261,40911,36425
14512,14512,25196,57484,16706,24385,53001
14513,14513,38688,56805,,,
14514,14514,37613,46322,16329,38928,35348
14515,14515,46320,46321,26363,,
14516,14516,42232,41014,46323,37893,43973
14517,14517,18611,57541,45749,5695,
14518,14518,49560,45197,15602,4204,35366
14519,14519,14464,17236,56075,9538,21568
14520,14520,866,12320,23201,6136,33524
14521,14521,33253,34213,2916,31971,38729
14522,14522,19991,14926,37153,3267,721
14523,14523,45185,10003,46348,15890,35801
14524,14524,28500,10223,15000,46931,19288
14525,14525,51044,2324,194,14023,21534
14526,14526,3867,21571,12348,40964,19071
14527,14527,48300,57360,24320,11495,52906
14528,14528,30763,55993,12029,45167,11133
14529,14529,1352,40421,15498,25070,50038
14530,14530,4440,54720,409,44835,40067
14531,14531,18911,57145,16565,49545,24401
14532,14532,41157,3019,21939,26281,51737
14533,14533,18454,14789,43131,47944,18312
14534,14534,35198,16364,37942,22526,48432
14535,14535,11121,40853,41792,43865,47688
14536,14536,6838,48379,24561,6599,16210
14537,14537,31549,21133,15136,23429,14009
14538,14538,53272,49700,26094,53225,53137
14539,14539,7768,44691,47155,28439,51028
14540,14540,13497,26051,39143,22153,11112
14541,14541,53534,7032,39566,34447,39000
14542,14542,8392,10201,33431,16306,22481
14543,14543,57076,22068,29035,4251,1677
14544,14544,51306,19916,41029,33452,53732
14545,14545,40407,8955,14982,32688,25176
14546,14546,50137,17662,28771,50833,21828
14547,14547,24545,22430,19691,39271,51594
14548,14548,42470,1722,18029,32632,30907
14549,14549,36854,25925,34108,27277,25785
14550,14550,40198,32524,26127,17981,10298
14551,14551,2083,50922,49932,54080,2725
14552,14552,47737,55102,45157,23238,32009
14553,14553,34050,42649,4206,42317,27113
14554,14554,52777,57221,56726,41202,53640
14555,14555,13381,13915,24212,5193,57299
14556,14556,38210,18688,27572,22233,19876
14557,14557,49752,46339,26141,56039,19485
14558,14558,29966,52967,5879,22963,8105
14559,14559,54489,53122,31661,27297,25861
14560,14560,1406,39941,54441,33053,20311
14561,14561,3221,27741,51394,14444,25487
14562,14562,28740,56989,6221,25220,56040
14563,14563,10562,30484,2008,48647,47108
14564,14564,22179,38422,8212,55078,44953
14565,14565,55955,5535,15934,15984,14623
14566,14566,14956,34003,24695,36049,33835
14567,14567,2816,51025,3485,55449,46375
14568,14568,40960,4039,25718,3405,50466
14569,14569,55176,30670,53844,34133,56253
14570,14570,45417,50847,16693,31088,48388
14571,14571,48062,29035,4465,37400,39177
14572,14572,7171,30859,56188,47583,24716
14573,14573,11372,52681,26579,796,12249
14574,14574,36338,21881,54625,21190,14393
14575,14575,4783,34566,4917,56878,43268
14576,14576,10362,38381,8609,8627,894
14577,14577,55559,43075,4808,39955,29599
14578,14578,29335,18116,41316,51140,16072
14579,14579,15893,14963,3783,50284,29181
14580,14580,9219,39676,12345,37030,37636
14581,14581,25694,45465,41055,24781,3497
14582,14582,20283,8884,22830,24608,40082
14583,14583,42330,47681,720,48615,5070
14584,14584,5231,2360,16428,31086,8722
14585,14585,28869,56720,22534,7268,13246
14586,14586,9540,11085,52765,142,12591
14587,14587,43485,54360,22404,22833,31216
14588,14588,28287,18311,33310,8863,26887
14589,14589,35257,21782,35196,35195,1044
14590,14590,52025,30954,21429,26303,24410
14591,14591,42193,1712,47630,32835,28193
14592,14592,35636,44334,16154,41813,24800
14593,14593,45814,24184,30614,40927,6127
14594,14594,6334,56930,49918,41351,46891
14595,14595,42514,46688,4352,5102,14393
14596,14596,36775,39059,51010,51798,20818
14597,14597,3590,31930,33722,26851,53218
14598,14598,4644,6952,7073,38713,17247
14599,14599,22922,43619,56759,21291,26915
14600,14600,11097,23389,26153,21693,17939
14601,14601,3307,44413,28782,3298,9035
14602,14602,2260,38869,33065,1088,17777
14603,14603,42723,50583,39128,42393,13486
14604,14604,17765,44842,11028,6453,9619
14605,14605,54818,29060,12032,25038,37729
14606,14606,5207,14305,31200,46389,57143
14607,14607,19983,1675,50063,49890,47319
14608,14608,2341,52685,17637,32145,1083
14609,14609,5647,28319,49111,10037,33031
14610,14610,25623,43379,47273,43548,12731
14611,14611,8575,50372,954,17170,44982
14612,14612,43741,12327,44056,2852,11717
14613,14613,44970,6846,39961,45071,32280
14614,14614,18501,36487,56605,18895,15888
14615,14615,337,22983,17356,25802,26345
14616,14616,20994,42948,44213,14638,6864
14617,14617,35932,43626,55304,52693,43698
14618,14618,37272,32532,16434,47177,2382
14619,14619,8294,1135,1134,3214,45247
14620,14620,14602,52649,49325,26263,11089
14621,14621,39017,28692,21512,5032,47653
14622,14622,622,10947,37044,53971,18954
14623,14623,10191,14565,4208,29584,4986
14624,14624,52903,32420,7612,32565,31595
14625,14625,42416,9017,10996,21414,13561
14626,14626,37071,152,2051,23671,26671
14627,14627,43651,15170,29730,49291,48235
14628,14628,27006,19770,19941,8888,40601
14629,14629,3985,20843,3489,33290,50461
14630,14630,52007,26109,7140,44451,46399
14631,14631,14218,55404,10992,46359,15018
14632,14632,28246,32006,32442,25156,22753
14633,14633,46270,42669,26984,52107,22712
14634,14634,21871,1744,8587,5085,18615
14635,14635,16840,15010,40436,20003,45435
14636,14636,14895,8956,36513,47856,26371
14637,14637,13306,50545,47403,11281,51340
14638,14638,56276,23976,42948,11323,55018
14639,14639,26919,12155,194,12096,44422
14640,14640,40808,40714,15071,33780,44085
14641,14641,26397,55845,48880,46381,27568
14642,14642,19293,19514,43398,25470,53331
14643,14643,50349,3117,14399,49069,41734
14644,14644,55137,50698,33917,56416,17220
14645,14645,26943,19606,26432,6189,52121
14646,14646,781,47709,14198,48358,38435
14647,14647,9661,56680,36979,8103,5497
14648,14648,17629,18006,5668,4029,49326
14649,14649,35879,37679,3461,3124,52961
14650,14650,14303,24994,15360,27842,28524
14651,14651,35734,56209,46830,1855,26351
14652,14652,35237,48539,53021,11617,24079
14653,14653,54025,29442,57182,55292,39642
14654,14654,18810,52670,25057,7263,47065
14655,14655,31511,51382,24986,5566,626
14656,14656,25904,46452,31130,37337,22385
14657,14657,22007,16692,27617,22181,25174
14658,14658,9469,55516,55009,52612,13364
14659,14659,40865,35628,45820,53541,44206
14660,14660,34352,38740,37718,12584,46341
14661,14661,2180,24298,10961,50600,34929
14662,14662,17397,15412,20563,42158,49627
14663,14663,41092,41218,54084,31717,45360
14664,14664,36568,46818,39790,53575,43038
14665,14665,31687,10415,31460,47750,23918
14666,14666,56115,14577,27607,34675,50458
14667,14667,57090,20377,32788,51460,13192
14668,14668,33175,38505,18690,54377,34286
14669,14669,39864,2399,32866,55082,37934
14670,14670,18048,52604,28110,4432,4155
14671,14671,36453,17654,6387,30019,47710
14672,14672,42337,11652,52274,24503,707
14673,14673,3934,28681,33132,19065,48441
14674,14674,6013,31300,19368,43857,56535
14675,14675,9422,48070,17746,37192,5538
14676,14676,25249,31668,14014,32003,27859
14677,14677,2201,25171,8970,14332,3831
14678,14678,26650,44334,36693,25546,495
14679,14679,14261,3671,22885,51228,27552
14680,14680,11405,52779,29901,240,52059
14681,14681,27593,2998,9525,46471,19905
14682,14682,23,33262,56521,44668,18113
14683,14683,9797,34514,25880,29116,11668
14684,14684,37631,9588,48886,9029,45012
14685,14685,17936,23292,32597,43322,46570
14686,14686,13908,10043,32558,25561,20195
14687,14687,3619,32619,654,50803,23538
14688,14688,46084,9622,48934,50097,5768
14689,14689,38406,36641,5938,11060,36640
14690,14690,19240,48918,50188,38057,8036
14691,14691,19581,55980,53684,10619,32681
14692,14692,34600,22295,45173,28105,44989
14693,14693,48298,55610,34224,8638,25593
14694,14694,55994,17850,35285,6007,52050
14695,14695,52408,48931,41379,28484,34656
14696,14696,49049,51805,34845,24239,27520
14697,14697,16240,33575,345,9778,54192
14698,14698,17557,17599,41844,57629,18438
14699,14699,32610,55465,55046,27879,40216
14700,14700,33983,31687,10415,48871,23918
14701,14701,2909,40915,50471,52734,47427
14702,14702,18189,24379,49571,15432,47969
14703,14703,50814,18039,970,28423,11795
14704,14704,46511,46634,17545,56148,54024
14705,14705,41773,52537,28003,15689,17405
14706,14706,37644,29710,23881,31318,40216
14707,14707,20014,10757,12521,12912,24509
14708,14708,5115,38321,46450,4521,53424
14709,14709,13383,8886,27707,57349,51016
14710,14710,4817,43827,51310,40229,32735
14711,14711,49478,26294,21970,20250,52397
14712,14712,50201,12292,33683,43306,10187
14713,14713,24219,774,50148,39669,39651
14714,14714,46600,53003,37673,34537,40752
14715,14715,28278,26,45427,7102,10795
14716,14716,14172,27817,33797,39185,56121
14717,14717,9652,23048,8861,39231,1781
14718,14718,42721,5304,4224,2748,45168
14719,14719,44011,25583,34564,40653,42829
14720,14720,55035,12966,32240,52081,254
14721,14721,12523,5470,20238,57450,34135
14722,14722,36220,521,35208,53610,50514
14723,14723,32049,8035,32715,4372,5257
14724,14724,56571,20454,52216,27253,6195
14725,14725,14845,11701,36584,38197,16652
14726,14726,51184,29976,43615,26225,30664
14727,14727,43105,40077,40293,28471,54154
14728,14728,24864,30749,16505,28185,41236
14729,14729,16564,28997,12048,56108,17094
14730,14730,41666,5581,45072,38495,32714
14731,14731,42507,25878,45269,44216,982
14732,14732,55669,29928,30622,40745,19031
14733,14733,9244,9711,10101,22483,34477
14734,14734,30769,37417,10233,28752,52533
14735,14735,39089,5627,41964,22466,30626
14736,14736,32889,9084,22840,56161,26498
14737,14737,49308,29563,17217,2598,30315
14738,14738,54036,9700,5807,42850,8049
14739,14739,23627,41971,34343,38704,19423
14740,14740,14756,46560,,,
14741,14741,40723,54440,8840,46558,34252
14742,14742,16147,32081,55960,28729,45011
14743,14743,32645,34392,45777,2770,53135
14744,14744,46555,5781,5728,57045,22592
14745,14745,3824,53155,14762,10108,51177
14746,14746,40796,19355,21690,30191,47029
14747,14747,14761,8626,49358,,
14748,14748,39776,22817,47849,33003,18270
14749,14749,14752,33388,17403,24257,36768
14750,14750,46124,,,,
14751,14751,14440,38871,31965,40220,25051
14752,14752,14749,56795,13672,36768,41171
14753,14753,2065,33294,31501,18409,28289
14754,14754,4595,41117,17105,44276,2247
14755,14755,21736,25800,35481,36769,26761
14756,14756,46560,14349,46162,14740,
14757,14757,52769,9970,14119,43607,24024
14758,14758,55288,45258,57083,15089,17517
14759,14759,2746,9669,7513,30795,46523
14760,14760,29274,30524,50157,17849,7904
14761,14761,15198,33923,47388,4759,30587
14762,14762,12735,38672,44479,12983,48020
14763,14763,26244,716,44082,13898,35223
14764,14764,27525,42322,57613,37909,20342
14765,14765,32122,16320,50096,42510,32121
14766,14766,19777,14017,39698,5253,40580
14767,14767,44995,39232,45234,35802,10932
14768,14768,54626,29267,43029,32470,47361
14769,14769,19457,9161,42523,10947,39850
14770,14770,2789,2318,43169,1907,33892
14771,14771,10239,52600,45772,35332,50215
14772,14772,10954,26535,27626,5054,9606
14773,14773,48794,15686,27755,1226,57482
14774,14774,17338,35764,7725,16569,4758
14775,14775,36943,44690,27367,16741,11754
14776,14776,19054,47501,41212,24754,51454
14777,14777,15351,12128,54810,38373,40231
14778,14778,44334,33125,41813,48542,24800
14779,14779,40038,39791,30610,11385,45244
14780,14780,18191,50877,20841,2259,40450
14781,14781,17349,38264,6810,53894,39610
14782,14782,29177,29152,24503,41307,33605
14783,14783,55126,12221,25658,53197,18040
14784,14784,22536,5881,45890,37353,22570
14785,14785,3269,56990,44348,13729,44650
14786,14786,33793,7150,21341,5404,30388
14787,14787,5460,34583,21844,19406,11180
14788,14788,40962,1882,17426,40297,54368
14789,14789,42386,5655,11064,51472,39700
14790,14790,37846,19452,27901,38310,47824
14791,14791,54642,13304,3714,51752,46876
14792,14792,53012,8828,47375,52227,36135
14793,14793,56623,42399,27206,37001,52654
14794,14794,33368,30034,9038,7221,23822
14795,14795,30387,11542,41900,22944,41412
14796,14796,44334,33125,41813,48542,24800
14797,14797,13758,24144,3430,24020,15746
14798,14798,51546,12594,42083,1623,12827
14799,14799,20045,17133,13301,50194,14169
14800,14800,28167,10594,8691,14488,51681
14801,14801,3326,53306,26725,20629,26726
14802,14802,41567,42646,42263,56492,38649
14803,14803,43066,11228,36010,6789,45634
14804,14804,9139,47496,37642,14048,42527
14805,14805,36833,12196,2492,40568,26479
14806,14806,42259,24700,50273,28839,52727
14807,14807,36913,42858,40757,6050,36620
14808,14808,4199,41934,48931,46574,16329
14809,14809,12523,5470,20238,57450,34135
14810,14810,10975,39616,51216,35784,16074
14811,14811,48567,40618,2744,25558,35765
14812,14812,13120,35313,1158,53919,9304
14813,14813,4701,13036,50331,16436,22124
14814,14814,36384,25909,1038,16398,54754
14815,14815,47661,19072,3495,45856,39227
14816,14816,1258,31945,32193,41506,4730
14817,14817,18776,9121,14249,47456,18496
14818,14818,9958,4913,38374,47462,39121
14819,14819,17067,1008,17572,53052,37608
14820,14820,17541,22731,39001,4869,56109
14821,14821,30624,5650,20088,13010,56895
14822,14822,10245,10151,24445,16196,36981
14823,14823,35114,14293,34534,5156,38269
14824,14824,13240,10905,13979,15720,25049
14825,14825,7046,53256,45106,46894,1416
14826,14826,36963,5744,57499,1046,10532
14827,14827,50309,28868,19563,37782,23166
14828,14828,2613,15133,53558,41115,40092
14829,14829,5796,50735,49011,55284,38239
14830,14830,9828,56594,32798,21162,32649
14831,14831,16317,38289,2295,53196,29398
14832,14832,24408,18035,2335,17292,2024
14833,14833,33249,44603,48998,31245,52328
14834,14834,50042,7958,19551,34447,7643
14835,14835,22698,29563,2598,30315,10559
14836,14836,6326,19603,17119,49753,30196
14837,14837,27271,25018,5324,19674,14523
14838,14838,781,13314,47709,31938,38435
14839,14839,33891,1804,2984,27439,7051
14840,14840,14905,745,50683,4219,16590
14841,14841,47039,5231,22442,12677,53719
14842,14842,30064,1766,1765,30864,10772
14843,14843,28764,25137,23207,36785,5935
14844,14844,42949,11944,19060,51784,13027
14845,14845,11701,976,36584,38197,16652
14846,14846,4352,23402,38261,55883,14393
14847,14847,32408,44395,9577,38269,7
14848,14848,13732,40962,40297,30496,11486
14849,14849,14980,22186,2364,31534,10115
14850,14850,22835,5703,47867,1364,29801
14851,14851,9397,6029,6881,10049,9173
14852,14852,53253,5353,56659,11420,55284
14853,14853,39017,6148,54253,54355,11039
14854,14854,11757,43407,42350,33134,40623
14855,14855,22452,40595,35265,8039,20837
14856,14856,11469,21136,11489,1276,1742
14857,14857,44641,8989,17598,25211,40581
14858,14858,50075,51848,52304,2024,53785
14859,14859,11744,37576,18458,45684,38244
14860,14860,10721,45824,39564,51901,54293
14861,14861,24842,46789,39614,34089,21170
14862,14862,1709,15743,17806,55662,37594
14863,14863,30845,26093,47643,39774,21818
14864,14864,46290,54280,9670,18152,57135
14865,14865,55992,49687,37544,36592,27148
14866,14866,32010,10042,11432,43116,34201
14867,14867,22705,8971,39191,18839,24736
14868,14868,21318,34484,21395,50399,27136
14869,14869,21868,48664,31384,11177,7326
14870,14870,26791,35045,41726,52590,37991
14871,14871,41157,6451,6096,14058,17493
14872,14872,38068,18126,22480,11829,15901
14873,14873,41998,12268,57618,8502,7890
14874,14874,13893,7095,34131,16219,1106
14875,14875,10191,4208,52598,34249,4986
14876,14876,42646,9142,20530,56492,38649
14877,14877,37382,56559,32803,48352,34580
14878,14878,39616,47349,29420,4085,9018
14879,14879,1247,19466,40095,40096,31894
14880,14880,45593,44269,2495,28679,46276
14881,14881,47627,43225,30202,3900,21616
14882,14882,18792,56248,15116,31044,2463
14883,14883,15638,55551,32893,49643,33289
14884,14884,9990,39097,7597,43269,25521
14885,14885,12735,39426,5768,41043,12125
14886,14886,46811,44840,8890,39248,54147
14887,14887,19158,28010,50562,34158,49777
14888,14888,11416,33562,43761,27926,5875
14889,14889,13646,56540,21245,54545,24114
14890,14890,5293,3310,23174,3184,47747
14891,14891,54025,29442,57182,39642,55292
14892,14892,10578,50912,47109,56714,25589
14893,14893,41133,19603,56258,2894,6875
14894,14894,50964,17664,11393,49062,33682
14895,14895,18189,5122,23575,6296,38282
14896,14896,28360,33818,11203,5561,33381
14897,14897,14994,8494,32706,9546,21569
14898,14898,49786,1983,42925,30142,10490
14899,14899,31247,50620,56248,28035,26934
14900,14900,65,3837,26040,13618,26690
14901,14901,36900,30487,50449,21977,17698
14902,14902,17692,5080,37940,18378,46327
14903,14903,4854,31160,25075,6376,42205
14904,14904,17087,41452,49533,40244,24493
14905,14905,8107,15388,2750,23317,14840
14906,14906,41386,39189,44030,32114,48777
14907,14907,49275,50009,14444,56988,45617
14908,14908,24121,8899,6941,48592,33051
14909,14909,52521,26366,25362,12228,2395
14910,14910,18191,50877,54541,34665,26375
14911,14911,10506,36848,50764,11300,55990
14912,14912,10992,44683,49332,49683,56274
14913,14913,31940,21152,26277,540,33204
14914,14914,52521,26366,52882,25362,2395
14915,14915,40791,5239,22313,8773,6503
14916,14916,23155,23075,10101,42384,46266
14917,14917,31462,53386,55680,44178,45052
14918,14918,54528,44033,41678,55385,17593
14919,14919,14583,31578,47290,25883,25286
14920,14920,13649,36439,28472,45054,30627
14921,14921,47991,23872,22982,22925,22981
14922,14922,46175,25204,36761,35675,51221
14923,14923,6129,19929,35206,52698,18070
14924,14924,56284,31238,43334,30101,16522
14925,14925,11405,49363,47301,11610,33205
14926,14926,27630,6593,14522,38158,31654
14927,14927,46448,7095,3118,3580,1106
14928,14928,51939,13845,31532,37193,32340
14929,14929,53987,53107,44894,27313,23238
14930,14930,13854,22922,33003,9894,30355
14931,14931,6420,43085,7780,3015,1213
14932,14932,19950,36190,12167,17697,25646
14933,14933,41388,41062,26701,29809,26479
14934,14934,30171,21942,42532,36661,33481
14935,14935,6338,49799,12046,52439,29259
14936,14936,9382,39496,3957,30038,21385
14937,14937,55493,4283,44312,22181,21454
14938,14938,25549,34223,55139,30994,41552
14939,14939,54291,15107,54267,970,24663
14940,14940,38002,30156,42243,36710,42533
14941,14941,33458,40427,4419,47245,21070
14942,14942,31571,21304,28583,7698,5227
14943,14943,12225,32266,37622,12944,37355
14944,14944,55352,42934,34738,29927,51244
14945,14945,55972,600,11604,22208,31581
14946,14946,13055,51774,44632,13392,47456
14947,14947,42654,13503,18347,48586,50265
14948,14948,51614,24002,32155,41168,29788
14949,14949,29906,19366,45272,19451,50795
14950,14950,10492,28198,6916,43575,6772
14951,14951,19137,43642,31804,20766,11864
14952,14952,11516,22270,11514,57048,28994
14953,14953,48547,48758,1982,1628,41372
14954,14954,25859,3169,629,32143,2566
14955,14955,37507,15572,38166,21919,50092
14956,14956,34003,24695,14566,36049,33835
14957,14957,2083,51085,26877,33144,6155
14958,14958,48025,194,41824,53941,39595
14959,14959,27081,54000,44041,10750,29558
14960,14960,7219,51405,42896,21461,40019
14961,14961,9935,28366,9936,38245,44003
14962,14962,26467,30041,22720,42639,32092
14963,14963,55559,43075,4808,14577,29599
14964,14964,5323,40568,7738,50597,16155
14965,14965,41912,15105,25178,11301,41517
14966,14966,56270,36655,4962,11719,34497
14967,14967,8587,5085,1744,14958,18615
14968,14968,2064,48873,2598,21456,23099
14969,14969,2485,54360,22005,39579,35254
14970,14970,18705,26877,105,26327,37676
14971,14971,15011,704,44893,34738,14989
14972,14972,57527,19080,1309,13131,48914
14973,14973,21,23132,37212,52967,8105
14974,14974,17552,42720,37619,20811,16670
14975,14975,16405,39576,14014,48661,45239
14976,14976,5940,6473,47391,47407,35401
14977,14977,21146,32840,2395,41016,33727
14978,14978,6528,25076,43749,48050,38846
14979,14979,16243,17892,41038,52760,6541
14980,14980,26276,11034,12112,39651,44926
14981,14981,55144,24917,49719,43406,51640
14982,14982,55851,18016,29409,56635,25176
14983,14983,26042,53805,22422,12371,15325
14984,14984,25042,52036,17918,28446,13685
14985,14985,13857,4970,4643,44496,17563
14986,14986,35574,17764,25340,56022,12265
14987,14987,17376,31242,5160,32760,25123
14988,14988,22846,45241,31970,48218,53292
14989,14989,51421,42456,33043,24503,30475
14990,14990,41866,777,45336,13617,26963
14991,14991,27594,50718,17014,19096,32245
14992,14992,34798,43360,29339,10729,38155
14993,14993,172,9101,42786,25476,56465
14994,14994,34409,7891,43253,54104,51443
14995,14995,973,13286,26642,42365,49740
14996,14996,1193,4470,48694,40047,46794
14997,14997,18843,36457,37719,10844,48327
14998,14998,49611,41454,44019,40656,51645
14999,14999,4033,10259,468,5993,4823
15000,15000,19623,26094,50844,31048,55271
15001,15001,29478,9628,20152,33115,6971
15002,15002,43145,44772,31135,18224,31540
15003,15003,43991,20584,23163,22505,29753
15004,15004,30217,4245,41837,39203,37257
15005,15005,14152,28485,36792,35692,38803
15006,15006,38170,33242,15991,46585,41025
15007,15007,49393,35513,3320,15854,50284
15008,15008,17129,7838,49685,6765,7833
15009,15009,12920,56199,56622,34076,26998
15010,15010,16840,40436,20003,14635,45435
15011,15011,27271,1804,26461,12989,30683
15012,15012,2019,36565,46901,12936,163
15013,15013,53341,10347,9879,43679,20785
15014,15014,1200,44482,30608,54090,18975
15015,15015,6926,56251,52102,43165,31754
15016,15016,24215,34706,26892,34629,49365
15017,15017,16408,35159,23733,44607,3444
15018,15018,14218,14631,54003,22982,28960
15019,15019,15654,20288,5547,53004,6863
15020,15020,45999,41861,2041,8877,11800
15021,15021,34965,28156,8696,45141,53373
15022,15022,1906,46351,12898,15253,40512
15023,15023,6755,22112,30782,21640,13190
15024,15024,57621,5617,18443,46599,12244
15025,15025,6777,11348,15393,685,38102
15026,15026,28778,14969,26143,1877,15283
15027,15027,1258,12927,38513,3670,53342
15028,15028,39494,56893,17988,36980,25612
15029,15029,4428,39602,56884,17054,22017
15030,15030,11607,43707,28661,31467,30030
15031,15031,3484,38856,54855,17184,3162
15032,15032,42136,30228,9123,20506,24081
15033,15033,8971,18689,29164,31966,24976
15034,15034,12566,53814,30523,15055,839
15035,15035,22430,43542,49077,38950,34475
15036,15036,44457,51434,1239,6731,1586
15037,15037,34164,36253,33862,21153,56887
15038,15038,19634,36132,26870,52344,52452
15039,15039,14730,56214,22523,53373,40789
15040,15040,1593,18669,34319,21851,37750
15041,15041,14292,23746,19259,52799,47319
15042,15042,44334,33125,41813,48542,24800
15043,15043,43056,18280,54984,51710,37580
15044,15044,10755,7860,35937,57412,18888
15045,15045,28633,48330,13473,19046,468
15046,15046,32101,28693,42024,56681,37355
15047,15047,34425,37605,14044,18681,25146
15048,15048,17612,57262,19048,35654,47728
15049,15049,43554,30885,2269,49925,37181
15050,15050,56800,27133,53910,22766,36936
15051,15051,16033,18654,1699,50663,25406
15052,15052,37605,3960,18777,35507,25086
15053,15053,23759,56551,48801,2067,40903
15054,15054,45810,51523,11448,46944,46955
15055,15055,38460,50269,53986,37356,37208
15056,15056,40802,44920,2315,53224,54521
15057,15057,33492,16284,29858,18219,19774
15058,15058,15809,27505,43224,52443,33509
15059,15059,42552,39168,942,47841,19664
15060,15060,21895,31696,2636,20277,11619
15061,15061,3002,45284,25995,17844,7112
15062,15062,45640,47170,37503,16310,42561
15063,15063,10991,31973,15717,26094,31244
15064,15064,2838,45240,57310,30313,55662
15065,15065,40494,39284,21585,9771,23650
15066,15066,43375,27237,38332,22642,6032
15067,15067,5604,47217,24923,22216,30909
15068,15068,52349,6874,13721,30796,11225
15069,15069,47594,12316,48597,35966,31280
15070,15070,36220,521,35208,53610,50514
15071,15071,44051,5938,44085,14640,46755
15072,15072,3928,22101,38673,56907,874
15073,15073,42611,3483,18559,54992,54941
15074,15074,36681,48641,11165,44154,9488
15075,15075,28800,54731,43619,24189,10564
15076,15076,54546,16870,34995,29329,56966
15077,15077,31609,7691,12488,27783,25647
15078,15078,576,24207,34084,20654,52853
15079,15079,5375,10045,25269,42449,40529
15080,15080,1468,47496,37642,42527,50356
15081,15081,29290,9041,46104,7371,9414
15082,15082,39142,45532,45317,15635,36967
15083,15083,56216,50361,49513,39234,18656
15084,15084,15797,47885,31277,43167,23084
15085,15085,47484,25786,50191,16487,42050
15086,15086,9232,31877,37662,56588,15119
15087,15087,53251,45686,18003,40454,12239
15088,15088,12181,17557,12815,54461,57629
15089,15089,47723,26445,43784,21988,15090
15090,15090,47723,26445,43784,15089,21988
15091,15091,49541,48217,13239,36094,41712
15092,15092,29019,23724,1854,52072,1987
15093,15093,15094,18828,8607,2030,22089
15094,15094,15093,55359,18828,22089,37609
15095,15095,31450,39589,1919,52715,33138
